B1_DESC;B1_DESC;Equivalencia;Cantidad;Cantidad Comprobantes;Cant Clientes;80/20;Meses Vendidos ;"Peso (Kg) 
(producto+empaque)";"Ancho (mm)
(producto+empaque)";"Largo(mm)
(producto+empaque)";"Alto(mm)
(producto+empaque)";Clasificacion CD
ROD81110SKF;81110 TN;1470080;2;1;1;0,00%;1;0,1520;23;76;78;OO9
ROD81112SKF;81112 TN;1470100;2;1;1;0,00%;1;0,2930;32;94;96;OO9
ROD81115SKF;81115 TN;1470130;4;2;1;0,00%;2;0,4130;25;104;106;CD9
ROD81117SKF;81117 TN;1470150;4;2;1;0,00%;2;0,4490;26;114;116;CD9
ROD81212SKF;81212 TN;1470560;27;21;2;0,01%;18;0,6700;40;104;106;BC1
ROD81224SKF;81224 TN;1470650;3;2;1;0,01%;2;2,8418;220;225;56;BD9
AUT66210SKF;VKQA 66210 AC;1495010;2;1;1;0,00%;1;1,1800;65;280;190;OO9
AUT88118SKF;VKQA 88118 A;1495470;91;91;46;0,04%;33;0,7000;1;1;1;AB1
AUT66208SKF;VKQA 66208 A;1500310;135;95;44;0,01%;30;0,8200;115;115;49;BB1
AUT88620SKF2;VKQA 88620 A;1500330;66;46;29;0,00%;23;0,5800;93;93;49;CC1
AUT66211SKF;VKQA 66211 A;1500340;26;24;17;0,00%;16;0,9300;117;117;51;CC1
AUT60066SKF;VKQA 60066 A;1501300;19;24;16;0,00%;16;1,0800;153;151;62;CC1
AUT60065SKF;VKQA 60065 A;1501350;20;25;18;0,00%;16;1,0200;133;152;63;CC1
AUT60064SKF;VKQA 60064 A;1501400;214;175;84;0,06%;36;1,4800;145;280;62;AB1
AUT60062SKF;VKQA 60062 A;1501500;85;79;50;0,02%;33;0,7800;105;185;63;BB1
AUT62067SKF;VKQA 62067 A;1501600;22;26;18;0,00%;17;0,8200;105;223;62;CC1
AUT62068SKF;VKQA 62068 A;1501620;435;363;159;0,12%;36;0,8800;190;205;80;AB1
AUT88509SKF;VKQA 88509 A;1501700;91;65;44;0,01%;26;1,1600;138;144;53;BC1
AUT88509SKF2;VKQA 88509 AC;1501720;417;257;105;0,06%;36;2,2600;160;235;58;AB1
AUT88509SKF3;VKQA 88509 ACL;1501720;13;11;8;0,00%;9;2,1300;65;285;190;CC1
AUT88508SKF;VKQA 88508 A;1502000;110;104;55;0,01%;30;0,8000;123;127;49;BB1
AUT88508SKF2;VKQA 88508 AC;1502020;451;317;156;0,05%;36;1,8400;135;225;51;AB1
AUT88508SKF3;VKQA 88508 ACL;1502020;23;12;9;0,00%;6;1,7000;80;240;195;CC1
AUT66209SKF;VKQA 66209 A;1502200;7;10;7;0,00%;6;0,0720;125;132;46;CD1
AUT88518SKF;VKQA 88518 A;1502300;23;16;11;0,00%;12;0,9500;136;143;53;CC1
AUT88518SKF2;VKQA 88518 AC;1502310;33;28;20;0,01%;20;0,0980;138;144;53;CC1
AUT88519SKF;VKQA 88519 A;1502320;4;3;3;0,00%;3;1,0000;1;1;1;CD2
AUT66006SKF;VKQA 66006 A;1502400;59;62;35;0,01%;25;1,0000;80;200;180;BC1
AUT66007SKF;VKQA 66007 A;1502402;9;11;7;0,00%;9;0,7150;1;1;1;CD1
AUT66009SKF;VKQA 66009 A;1502440;35;33;23;0,01%;22;1,2800;190;290;65;BC1
AUT11602SKF2;VKQA 11602 AC;1502690;187;157;81;0,05%;33;1,3000;125;200;47;AB1
AUT11602SKF;VKQA 11602 A;1502700;125;112;56;0,03%;34;0,7600;125;121;60;AB1
AUT11603SKF2;VKQA 11603 AC;1502730;60;55;32;0,01%;30;1,4200;1;1;1;BB1
AUT11603SKF;VKQA 11603 A;1502740;16;12;8;0,00%;9;0,8800;1;1;1;CC1
AUT11604SKF;VKQA 11604 A;1502750;17;18;12;0,00%;10;1,1600;1;1;1;CD1
AUT88510SKF;VKQA 88510 A;1503400;34;35;23;0,01%;19;1,2600;146;151;61;BC1
AUT88107SKF;VKQA 88107 A;1503600;148;123;65;0,01%;31;0,7000;116;122;45;BB1
AUT88107SKF2;VKQA 88107 AC;1503610;291;197;94;0,03%;36;1,2400;125;197;47;AB1
AUT88107SKF3;VKQA 88107 ACL;1503610;18;18;14;0,00%;8;1,1100;47;197;197;CC1
AUT88510SKF2;VKQA 88510 AC;1503620;130;80;43;0,03%;31;2,4400;157;235;52;BB1
AUT88512SKF2;VKQA 88512 AC;1503630;68;59;33;0,03%;25;0,1810;185;255;64;AC1
AUT88512SKF;VKQA 88512 A;1503640;36;32;19;0,01%;23;0,1100;180;240;60;BC1
AUT88117SKF;VKQA 88117 A;1503900;14;13;11;0,00%;9;0,7000;114;119;45;CD1
AUT88117SKF2;VKQA 88117 AC;1503910;52;53;31;0,01%;28;1,0800;180;200;80;BC1
AUT66212SKF;VKQA 66212 A;1504500;3;3;2;0,00%;3;1,2000;127;127;48;CD9
AUT66214SKF;VKQA 66214 A;1504600;83;88;56;0,01%;31;0,6000;140;140;60;BB1
AUT66216SKF;VKQA 66216 A;1504700;37;42;24;0,01%;25;0,4800;1;1;1;BC1
AUT66269SKF;VKQA 66269 A;1504760;7;5;4;0,00%;5;0,5600;135;140;65;CD2
AUT66269SKF2;VKQA 66269 AC;1504770;38;39;24;0,01%;23;0,9200;1;1;1;BC1
AUT88113SKF;VKQA 88113 A;1504800;45;37;21;0,01%;23;0,1560;174;174;75;BC1
AUT88112SKF;VKQA 88112 A;1504900;33;27;17;0,01%;15;0,1670;171;171;58;BC1
ROD311SKF;311;1505500;3;1;1;0,00%;1;1,5280;35;134;136;CD9
ROD4687SKF;VKBA 4687;1549900;202;113;41;0,02%;32;0,5430;70;100;120;BB1
ROD4528SKF;VKBA 4528;1549910;170;85;32;0,01%;31;0,2210;44;115;120;BB1
ROD4533SKF;VKBA 4533;1549920;1.401;590;143;0,10%;36;0,3440;45;115;120;AB1
ROD4529SKF;VKBA 4529;1549940;8.907;2267;308;0,39%;36;0,2900;43;111;102;AA1
ROD4544SKF;VKBA 4544;1549950;3.400;936;181;0,16%;36;0,2900;43;111;102;AB1
ROD4500SKF;VKBA 4500;1549960;7;4;4;0,00%;3;0,6160;68;111;102;CD2
ROD4501SKF;VKBA 4501;1549970;208;112;54;0,01%;25;0,6840;68;111;102;CC1
ACO1080SKF;PHE 1080TGGRID;1636310;10;1;1;0,00%;1;0,9300;105;170;95;CD9
ACO70SKF6;PHE F70NRTYRE;1637020;11;4;1;0,00%;4;0,8680;200;210;80;CD9
ACO70SKF9;PHE FRC70RSB;1637160;4;2;2;0,00%;2;0,6048;69;69;43;CD2
ACO70SKF8;PHE FRC70NR;1637200;16;6;2;0,00%;5;0,0210;60;60;18;CD2
ACO20SKF4;PHE UJMA20;1637280;4;2;1;0,00%;2;0,1300;20;20;62;OO9
ACO50SKF10;PHE UJMA50;1637300;28;7;3;0,01%;6;2,0000;50;50;132;CD2
ACO40SKF8;PHE UJMA40;1637310;20;7;3;0,00%;6;0,8747;40;40;108;CD2
ACO32SKF;PHE UJMA32;1637320;32;4;2;0,00%;4;0,5000;32;32;86;CD9
ACO63SKF;PHE UJMA63;1637324;1;1;1;0,00%;1;3,3112;170;170;80;CD9
ACO25SKF4;PHE UJMA25;1637420;5;1;1;0,00%;1;0,2500;25;25;74;OO9
ACO35SKF3;PHE 35GCRSB;1637650;2;1;1;0,00%;1;21,0000;200;200;150;CD9
ACO35SKF;PHE 35GCCOVER;1637670;5;5;1;0,01%;4;9,8759;290;290;120;BD2
ACO35SKF2;PHE 35GCKIT;1637690;1;1;1;0,00%;1;2,2080;110;170;95;CD9
ACO70SKF10;PHE L070HUB;1637760;1;1;1;0,00%;1;0,1200;35;35;33;CD9
ACO100SKF5;PHE L100HUB;1637780;26;9;4;0,00%;7;0,8446;65;65;55;CD1
ACO100SKF7;PHE L100NRWRAP;1637790;6;1;1;0,00%;1;0,0300;65;65;18;CD9
ACO150SKF2;PHE L150HUB;1637800;7;4;1;0,00%;4;2,5499;96;96;70;CD2
ACO150SKF4;PHE L150RINGKIT;1637810;1;1;1;0,00%;1;0,2800;110;110;40;OO9
ACO100SKF8;PHE L100RINGKIT;1637840;4;4;2;0,00%;2;0,1200;80;80;30;OO9
ACO1040SKF;PHE 1040TGGRID;1638160;13;8;1;0,00%;5;0,1000;85;85;53;CD2
ACO1040SKF4;PHE 1040TGRSB;1638180;26;8;1;0,00%;5;1,1700;87;87;57;BD2
ACO1070SKF;PHE 1070TGGRID;1638280;30;1;1;0,01%;1;0,3000;80;124;66;BD9
ACO1070SKF4;PHE 1070TGRSB;1638300;20;1;1;0,01%;1;4,0000;133;133;77;BD9
ACO1070SKF2;PHE 1070TGHCOVER;1638320;10;1;1;0,00%;1;1,4500;180;180;100;CD9
ACO75SKF;PHE L075HUB;1638380;8;2;2;0,00%;2;0,2525;44;44;35;CD2
ACO1110SKF;PHE 1110TGGRID;1638440;9;3;3;0,01%;3;2,2000;140;225;130;BD2
ACO1110SKF2;PHE 1110TGHCOVER;1638454;9;3;3;0,01%;3;5,4000;270;270;175;BD2
ACO1110SKF4;PHE 1110TGRSB;1638460;18;4;3;0,03%;4;23,2677;220;220;160;AD2
ACO75SKF2;PHE L075NR;1638520;8;4;3;0,00%;4;0,0100;48;48;18;CD2
ACO480SKF;480 ATFG;1638750;2;2;1;0,01%;2;;;;;BD9
ACO1040SKF2;PHE 1040TGHCOVER;1638770;13;8;1;0,00%;5;0,5800;135;135;80;CD2
ACO85SKF;PHF F-85MM;1638955;2;1;1;0,00%;1;13,0000;168;168;92;CD9
ACO60SKF6;PHF E-60MM;1639010;1;1;1;0,00%;1;4,5400;170;170;80;CD9
ACO75SKF3;PHF E-75MM;1639040;8;4;1;0,00%;3;4,5450;170;170;80;CD9
ACO1210SKF12;PHF TB1210X28MM;1639080;14;5;1;0,00%;4;0,1834;55;55;30;CD2
ACO1210SKF13;PHF TB1210X30MM;1639100;12;4;1;0,00%;4;0,1540;55;55;30;CD9
ACO1210SKF10;PHF TB1210X24MM;1639110;1;1;1;0,00%;1;0,2090;55;55;30;CD9
ACO1610SKF2;PHF TB1610X14MM;1639120;1;1;1;0,00%;1;0,4100;65;65;30;CD9
ACO1610SKF3;PHF TB1610X15MM;1639130;1;1;1;0,00%;1;0,3600;65;65;30;CD9
ACO1610SKF10;PHF TB1610X25MM;1639140;11;7;2;0,00%;6;0,3351;65;65;30;CD1
ACO1610SKF11;PHF TB1610X28MM;1639160;37;21;4;0,00%;16;0,3200;65;65;30;CC1
ACO1610SKF16;PHF TB1610X40MM;1639170;1;1;1;0,00%;1;0,2033;65;65;30;CD9
ACO1610SKF12;PHF TB1610X30MM;1639180;31;20;5;0,00%;17;0,3062;68;68;37;CC1
ACO1610SKF15;PHF TB1610X38MM;1639190;16;9;5;0,00%;9;0,2260;62;62;43;CD2
ACO1615SKF4;PHF TB1615X38MM;1639220;6;2;2;0,00%;2;0,3200;65;65;45;CD9
ACO1615SKF5;PHF TB1615X40MM;1639230;4;1;1;0,00%;1;0,2700;65;65;45;CD9
ACO2012SKF12;PHF TB2012X28MM;1639280;18;15;5;0,00%;12;0,6800;80;80;40;CD1
ACO1610SKF14;PHF TB1610X35MM;1639290;3;3;3;0,00%;3;0,2540;75;75;42;CD9
ACO2012SKF13;PHF TB2012X30MM;1639300;15;12;4;0,00%;8;0,6478;82;82;66;CC1
ACO2012SKF15;PHF TB2012X35MM;1639320;25;12;5;0,00%;9;0,5840;82;82;66;CD1
ACO4040SKF11;PHF TB4040X90MM;1639350;4;1;1;0,00%;1;6,8000;160;180;110;CD9
ACO3535SKF17;PHF TB3535X80MM;1639360;5;4;3;0,00%;4;4,0000;140;150;100;CD2
ACO2012SKF16;PHF TB2012X38MM;1639380;11;8;5;0,00%;6;0,5520;80;80;40;CD1
ACO1610SKF9;PHF TB1610X24MM;1639390;22;17;6;0,00%;14;0,3486;65;65;30;CC1
ACO2012SKF21;PHF TB2012X50MM;1639400;6;3;2;0,00%;3;0,3605;80;80;40;CD2
ACO1610SKF6;PHF TB1610X19MM;1639410;11;8;2;0,00%;8;0,3600;65;65;30;CD2
ACO3535SKF12;PHF TB3535X55MM;1639420;3;3;3;0,00%;3;5,7860;140;150;100;CD2
ACO5050SKF4;PHF TB5050X115MM;1639450;1;1;1;0,00%;1;10,9000;190;200;140;CD9
ACO2517SKF22;PHF TB2517X48MM;1639460;30;19;6;0,00%;15;1,1400;100;110;60;CC1
ACO3535SKF5;PHF TB3535X35MM;1639480;1;1;1;0,00%;1;6,6156;140;150;100;CD9
ACO3020SKF18;PHF TB3020X65MM;1639500;3;5;4;0,00%;4;1,8628;115;135;60;OO9
ACO2012SKF9;PHF TB2012X22MM;1639510;1;1;1;0,00%;1;0,7300;80;80;40;OO9
ACO3535SKF16;PHF TB3535X75MM;1639520;5;2;2;0,00%;2;4,5000;140;150;100;CD2
ACO2012SKF19;PHF TB2012X45MM;1639530;3;2;2;0,00%;2;0,4500;80;80;40;CD2
ACO3020SKF16;PHF TB3020X55MM;1639560;21;15;8;0,00%;11;2,1967;115;135;60;CC1
ACO3020SKF17;PHF TB3020X60MM;1639580;16;12;9;0,00%;10;2,0500;115;135;60;CD2
ACO3020SKF19;PHF TB3020X70MM;1639590;1;1;1;0,00%;1;1,7700;115;135;60;OO9
ACO3020SKF20;PHF TB3020X75MM;1639600;3;3;2;0,00%;3;1,4493;123;123;70;CD2
ACO3535SKF13;PHF TB3535X60MM;1639610;3;5;3;0,00%;4;5,4415;140;150;100;CD2
ACO3535SKF14;PHF TB3535X65MM;1639620;1;1;1;0,00%;1;5,1981;140;150;100;CD9
ACO4040SKF8;PHF TB4040X75MM;1639640;1;1;1;0,00%;1;8,2000;160;180;110;CD9
ACO4040SKF12;PHF TB4040X95MM;1639650;1;1;1;0,00%;1;6,8000;160;180;110;OO9
ACO3020SKF5;PHF TB3020X25MM;1639660;1;1;1;0,00%;1;2,9500;115;135;60;OO9
ACO4040SKF9;PHF TB4040X80MM;1639670;4;4;2;0,00%;4;7,2336;172;172;116;CD2
ACO3020SKF12;PHF TB3020X42MM;1639680;4;4;1;0,00%;4;2,6180;123;123;70;CD9
ACO2012SKF18;PHF TB2012X42MM;1639700;7;6;2;0,00%;6;0,4500;80;80;40;CD2
ACO4040SKF;PHF TB4040X100MM;1639730;1;1;1;0,00%;1;5,1962;172;172;116;CD9
ACO2517SKF19;PHF TB2517X40MM;1639740;8;6;4;0,00%;6;1,3163;100;110;60;CD2
ACO2517SKF20;PHF TB2517X42MM;1639750;39;23;4;0,00%;17;1,2662;108;108;63;CC1
ACO3535SKF11;PHF TB3535X50MM;1639790;4;4;4;0,00%;4;5,9000;140;150;100;CD2
ACO2517SKF24;PHF TB2517X55MM;1639800;21;13;8;0,00%;12;0,9560;100;110;60;CC1
ACO2012SKF10;PHF TB2012X24MM;1639810;4;3;2;0,00%;3;0,6800;80;80;40;CD2
ACO3020SKF14;PHF TB3020X48MM;1639820;11;10;6;0,00%;9;2,4440;115;135;60;CD1
ACO3020SKF9;PHF TB3020X35MM;1639830;1;1;1;0,00%;1;2,8600;115;135;60;CD9
ACO2517SKF14;PHF TB2517X28MM;1639850;4;3;2;0,00%;3;1,5000;100;110;60;OO9
ACO2517SKF15;PHF TB2517X30MM;1639860;6;5;2;0,00%;4;1,5000;100;110;60;CD2
ACO2517SKF17;PHF TB2517X35MM;1639870;16;12;3;0,00%;11;1,3953;108;108;63;CD1
ACO2517SKF25;PHF TB2517X60MM;1639880;5;5;4;0,00%;4;0,8100;108;108;63;CD2
ACO3525SKF3;PHF TB3525X75MM;1639900;1;1;1;0,00%;1;;;;;CD9
ACO1610SKF7;PHF TB1610X20MM;1639910;17;10;4;0,00%;9;0,3600;65;65;30;CD1
ACO2517SKF11;PHF TB2517X22MM;1639970;1;1;1;0,00%;1;1,5500;100;110;60;CD9
ACO2517SKF23;PHF TB2517X50MM;1639980;19;14;7;0,00%;13;1,0900;100;110;60;CC1
ACO2517SKF13;PHF TB2517X25MM;1640030;3;2;2;0,00%;2;1,5000;100;110;60;CD9
ACO2517SKF18;PHF TB2517X38MM;1640040;15;14;8;0,00%;11;1,3600;100;110;60;CC1
ACO1610SKF17;PHF TB1610X42MM;1640050;8;5;3;0,00%;5;0,2300;65;65;30;CD9
ACO3535SKF19;PHF TB3535X90MM;1640070;1;1;1;0,00%;1;3,2915;140;140;110;CD9
ACO3020SKF6;PHF TB3020X28MM;1640150;4;5;2;0,00%;3;2,9500;115;135;60;CD9
ACO2012SKF8;PHF TB2012X20MM;1640160;2;1;1;0,00%;1;0,7300;80;80;40;OO9
ACO2012SKF11;PHF TB2012X25MM;1640230;4;4;2;0,00%;3;0,6800;80;80;40;CD9
ACO2517SKF3;PHF TB2517X16MM;1640270;3;4;3;0,00%;3;1,5500;100;110;60;CD9
ACO3020SKF15;PHF TB3020X50MM;1640510;3;3;3;0,00%;2;2,4400;115;135;60;CD2
ACO30SKF4;PHF SH-30MM;1640594;3;2;1;0,00%;2;1,0000;68;68;33;CD9
ACO1108SKF12;PHF TB1108X25MM;1640900;4;2;1;0,00%;2;0,0880;45;45;30;CD9
ACO1108SKF11;PHF TB1108X24MM;1640920;4;4;1;0,00%;3;0,0990;45;45;30;OO9
ACO1008SKF4;PHF TB1008X14MM;1640940;3;1;1;0,00%;1;0,1210;45;45;25;CD9
ACO1008SKF8;PHF TB1008X19MM;1640980;1;1;1;0,00%;1;0,0990;45;45;25;CD9
ACO1108SKF13;PHF TB1108X28MM;1641080;1;1;1;0,00%;1;0,0782;45;45;30;CD9
ACO16SKF;PHH SM16;1641102;4;1;1;0,00%;1;2,0000;200;200;38;CD9
ACO95SKF;PHE L095HUB;1641140;24;6;2;0,00%;5;0,4320;62;62;43;CD2
ACO95SKF3;PHE L095RINGKIT;1641160;13;8;2;0,00%;5;0,0800;70;70;30;CD2
ACO95SKF2;PHE L095NRWRAP;1641180;8;2;1;0,00%;2;0,0200;60;60;18;CD9
ACO5050SKF9;PHF TB5050X85MM;1641240;2;1;1;0,00%;1;;;;;OO9
ACO1610SKF5;PHF TB1610X18MM;1641300;2;1;1;0,00%;1;0,3600;65;65;30;CD9
ACO1610SKF13;PHF TB1610X32MM;1641310;1;1;1;0,00%;1;0,2860;65;65;30;OO9
ACO3020SKF13;PHF TB3020X45MM;1641390;3;2;2;0,00%;2;2,5074;123;123;70;CD9
ACO3535SKF6;PHF TB3535X38MM;1641480;1;1;1;0,00%;1;6,4000;140;150;100;CD9
ACO3020SKF8;PHF TB3020X32MM;1641520;1;1;1;0,00%;1;2,8600;115;135;60;OO9
ACO5050SKF3;PHF TB5050X110MM;1641680;2;1;1;0,00%;1;12,2000;190;200;140;OO9
ACO1210SKF2;PHF TB1210X12MM;1641790;1;1;1;0,00%;1;0,2790;55;55;30;CD9
ACO1008SKF3;PHF TB1008X12MM;1641820;3;1;1;0,00%;1;0,1280;45;45;25;CD9
ACO1108SKF8;PHF TB1108X19MM;1641910;4;2;1;0,00%;2;0,1210;45;45;30;CD9
ACO1210SKF6;PHF TB1210X18MM;1641960;1;1;1;0,00%;1;;;;;CD9
ACO1210SKF11;PHF TB1210X25MM;1641990;10;4;1;0,00%;4;0,2050;55;55;30;CD9
ACO35SKF4;PHF SK-35MM;1642135;2;2;1;0,00%;1;;;;;CD9
ACO150SKF3;PHE L150NR;1642190;8;5;1;0,00%;5;0,1000;95;95;24;CD1
ROD10SKF29;GE 10 E;1650200;1;1;1;0,00%;1;0,0159;23;45;47;OO9
ROD12SKF17;GE 12 E;1650250;30;14;9;0,00%;9;0,0210;23;45;47;CC1
ROD15SKF9;GE 15 ES;1650300;45;10;9;0,00%;8;0,0290;23;45;47;CD1
ROD16SKF7;GE 16 ES;1650360;4;1;1;0,00%;1;0,0479;23;45;47;CD9
ROD17SKF10;GE 17 ES;1650400;71;22;14;0,00%;14;0,0449;23;45;47;CC1
ROD17SKF11;GE 17 ES-2RS;1650450;55;18;16;0,00%;15;0,0421;23;45;47;CC1
ROD20SKF13;GE 20 ES;1650500;192;64;43;0,01%;32;0,0682;23;45;47;CB1
ROD20SKF14;GE 20 ES-2RS;1650550;109;33;18;0,00%;21;0,0635;23;45;47;CC1
ROD20SKF17;GEH 20 ES-2RS;1650570;33;6;5;0,00%;5;0,1517;38;55;57;CD1
ROD25SKF17;GE 25 ES;1650600;314;58;42;0,01%;31;0,1180;26;55;57;BC1
ROD25SKF18;GE 25 ES-2RS;1650650;20;13;6;0,00%;11;0,1140;26;55;57;CC1
ROD25SKF23;GEH 25 ES-2RS;1650670;10;8;3;0,00%;5;0,1955;38;55;57;CD1
ROD30SKF22;GE 30 ES;1650700;92;28;18;0,00%;18;0,1542;26;55;57;CC1
ROD30SKF23;GE 30 ES-2RS;1650720;23;12;10;0,00%;11;0,1480;26;55;57;CC1
ROD35SKF12;GE 35 ES;1650800;35;9;6;0,00%;8;0,2239;29;65;67;CD1
ROD35SKF13;GE 35 ES-2RS;1650850;36;15;9;0,00%;13;0,2164;29;65;67;CD1
ROD35SKF15;GEH 35 ES-2RS;1650880;10;6;4;0,00%;5;0,3960;39;65;67;CD9
ROD40SKF15;GE 40 ES;1650900;156;26;22;0,01%;15;0,3208;34;76;78;BC1
ROD40SKF16;GE 40 ES-2RS;1650950;526;29;13;0,03%;19;0,3125;34;76;78;AC1
ROD40SKF19;GEH 40 ES-2RS;1650970;1;1;1;0,00%;1;0,5333;44;76;78;CD9
ROD45SKF9;GE 45 ES;1651000;284;38;26;0,02%;21;0,4270;39;76;78;BC1
ROD45SKF10;GE 45 ES-2RS;1651050;34;21;10;0,00%;12;0,4124;39;76;78;CC1
ROD45SKF12;GEH 45 ES-2RS;1651080;9;4;3;0,00%;4;0,7002;92;92;52;CD2
ROD50SKF11;GE 50 ES;1651100;25;17;10;0,00%;13;0,5670;39;84;86;CC1
ROD50SKF12;GE 50 ES-2RS;1651150;47;17;12;0,01%;13;0,5528;39;84;86;BC1
ROD50SKF15;GEH 50 ES-2RS;1651170;11;7;3;0,00%;6;1,4170;97;97;60;CD2
ROD60SKF6;GE 60 ES;1651200;14;10;8;0,00%;8;1,0342;97;97;60;CD1
ROD60SKF7;GE 60 ES-2RS;1651250;20;11;8;0,01%;9;1,0107;97;97;60;BC1
ROD70SKF2;GE 70 ES;1651300;5;4;4;0,00%;4;1,5700;118;118;56;CD2
ROD70SKF3;GE 70 ES-2RS;1651350;7;5;4;0,00%;5;1,5240;118;118;56;CD2
ROD80SKF3;GE 80 ES;1651400;2;1;1;0,00%;1;2,3024;133;133;63;CD9
ROD80SKF4;GE 80 ES-2RS;1651450;2;1;1;0,00%;1;2,2700;133;133;63;OO9
ROD100SKF2;GE 100 ES;1651640;4;3;1;0,00%;3;4,3360;168;168;78;OO9
ROD220SKF2;GE 220 TXA-2RS;1652310;3;1;1;0,04%;1;39,5000;364;364;219;OO9
ROD30SKF27;GEM 30 ES-2RS;1652700;60;2;1;0,00%;2;0,1594;38;55;57;OO9
ROD16SKF8;GEG 16 ES;1653150;18;13;8;0,00%;9;0,0365;23;45;47;CD1
ROD25SKF21;GEG 25 ES;1653250;4;1;1;0,00%;1;0,1257;38;55;57;OO9
ROD32SKF4;GEG 32 ES;1653300;30;11;7;0,00%;10;0,2089;38;55;57;CD1
ROD80SKF7;GEG 80 ES;1653500;20;4;1;0,00%;4;2,5010;138;138;83;BD2
ROD10SKF31;GEZ 010 ES;1653850;132;36;19;0,01%;23;0,0377;23;45;47;BC1
ROD12SKF19;GEZ 012 ES;1653900;26;10;6;0,00%;9;0,0583;23;45;47;CD1
ROD14SKF7;GEZ 014 ES;1653950;11;10;6;0,00%;7;0,0910;29;45;47;CD1
ROD100SKF5;GEZ 100 ES;1654000;354;38;17;0,02%;23;0,1280;26;55;57;BC1
ROD100SKF6;GEZ 100 ES-2RS;1654050;53;13;7;0,00%;9;0,1230;26;55;57;CD1
ROD104SKF;GEZ 104 ES;1654100;102;25;12;0,01%;14;0,2254;38;55;57;BC1
ROD106SKF3;GEZ 106 ES;1654150;2;1;1;0,00%;1;0,3002;39;65;67;CD9
ROD108SKF3;GEZ 108 ES;1654200;607;49;22;0,04%;18;0,4180;39;65;67;AC1
ROD108SKF4;GEZ 108 ES-2RS;1654250;1.281;35;10;0,12%;16;0,4132;39;65;67;AC1
ROD112SKF;GEZ 112 ES;1654300;8;5;5;0,00%;5;0,6486;44;76;78;CD2
ROD112SKF2;GEZ 112 ES-2RS;1654350;17;7;4;0,00%;7;0,6600;44;76;78;CD2
ROD200SKF;GEZ 200 ES;1654400;14;9;8;0,00%;8;0,9560;97;97;60;CD1
ROD200SKF2;GEZ 200 ES-2RS;1654450;16;6;5;0,00%;4;0,9436;97;97;60;CD2
ROD208SKF4;GEZ 208 ES-2RS;1654650;8;7;4;0,00%;6;1,7460;116;116;73;CD1
ROD300SKF;GEZ 300 ES;1654800;1;1;1;0,00%;1;3,0990;78;137;139;CD9
ROD300SKF2;GEZ 300 ES-2RS;1654850;7;6;3;0,01%;6;3,0700;78;137;139;BD1
ROD60SKF8;GE 60 TXE-2LS;1655310;3;3;1;0,00%;2;1,0120;97;97;60;CD9
ROD10SKF28;GE 10 C;1655650;18;1;1;0,00%;1;0,0157;23;45;47;CD9
ROD10SKF30;GEH 10 C;1655700;17;2;2;0,00%;2;0,0252;23;45;47;CD2
ROD12SKF16;GE 12 C;1655750;50;2;1;0,00%;2;0,0215;23;45;47;CD9
ROD12SKF18;GEH 12 C;1655800;10;3;2;0,00%;2;0,0395;23;45;47;CD9
ROD20SKF16;GEH 20 C;1656100;28;5;3;0,00%;4;0,1593;38;55;57;CD2
ROD30SKF21;GE 30 C;1656300;1;1;1;0,00%;1;0,1562;26;55;57;CD9
ROD40SKF14;GAC 40 F;1658250;2;1;1;0,00%;1;0,3248;34;76;78;OO9
ROD45SKF8;GAC 45 F;1658300;1;1;1;0,00%;1;0,4060;39;84;86;CD9
ROD50SKF10;GAC 50 F;1658350;4;1;1;0,00%;1;0,4408;39;84;86;OO9
ROD60SKF11;GX 60 F;1659550;6;1;1;0,02%;1;4,4770;156;156;65;OO9
ROD6SKF43;SI 6 E;1660100;8;5;5;0,00%;5;0,0260;23;45;47;CD2
ROD6SKF47;SIL 6 E;1660150;7;3;1;0,00%;3;0,0285;23;45;47;OO9
ROD8SKF39;SI 8 E;1660300;26;10;5;0,00%;6;0,0440;26;55;57;CD2
ROD8SKF43;SIL 8 E;1660350;53;14;2;0,01%;13;0,0440;26;55;57;CC1
ROD10SKF65;SI 10 E;1660500;33;11;6;0,00%;7;0,0730;26;55;57;CD1
ROD10SKF71;SIL 10 E;1660550;11;2;2;0,00%;2;0,0720;26;55;57;CD9
ROD12SKF61;SI 12 E;1660700;30;9;6;0,00%;8;0,1126;23;76;78;CD1
ROD12SKF67;SIL 12 E;1660750;9;5;2;0,00%;4;0,1140;23;76;78;CD1
ROD12SKF62;SIJ 12 E;1661162;3;1;1;0,00%;1;0,1456;29;65;67;OO9
ROD17SKF41;SI 17 ES;1661200;8;7;3;0,00%;7;0,2688;32;94;96;CD1
ROD17SKF42;SIL 17 ES;1661250;3;3;2;0,00%;3;0,2707;32;94;96;CD2
ROD20SKF72;SI 20 ES;1661300;32;9;7;0,00%;7;0,3854;32;94;96;CD2
ROD20SKF76;SIL 20 ES;1661350;8;3;3;0,00%;3;0,3720;32;94;96;CD2
ROD25SKF73;SI 25 ES;1661400;1;1;1;0,00%;1;0,6965;39;114;116;CD9
ROD25SKF76;SIL 25 ES;1661450;4;1;1;0,00%;1;0,7100;39;114;116;CD9
ROD30SKF83;SI 30 ES;1661500;1;1;1;0,00%;1;1,0660;83;155;52;CD9
ROD30SKF86;SIL 30 ES;1661550;1;1;1;0,00%;1;1,0786;83;155;52;CD9
